date_time,visitor_hist_starrating
2012-11-01,0.237362029678208
2012-11-02,0.245185701572234
2012-11-03,0.221320470304492
2012-11-04,0.160648950272837
2012-11-05,0.22028866685999
2012-11-06,0.229617937948787
2012-11-07,0.224013421422255
2012-11-08,0.18954489769321
2012-11-09,0.283008032249331
2012-11-10,0.148762691580126
2012-11-11,0.119085367830626
2012-11-12,0.192398417288084
2012-11-13,0.163904839386941
2012-11-14,0.177179444902446
2012-11-15,0.182177353118327
2012-11-16,0.165529679787369
2012-11-17,0.158184051024046
2012-11-18,0.13857934834365
2012-11-19,0.157858971113549
2012-11-20,0.19716304145752
2012-11-21,0.176476081065158
2012-11-22,0.274325926478264
2012-11-23,0.186549807293211
2012-11-24,0.0893174506210548
2012-11-25,0.108919559138016
2012-11-26,0.188149810262333
2012-11-27,0.200255576817217
2012-11-28,0.183971070446372
2012-11-29,0.15232291822395
2012-11-30,0.183282481566234
2012-12-01,0.236671037049569
2012-12-02,0.168940982725012
2012-12-03,0.242784888410863
2012-12-04,0.252272190371928
2012-12-05,0.221171600194816
2012-12-06,0.231638103312542
2012-12-07,0.256553629072515
2012-12-08,0.152851867049651
2012-12-09,0.126816627556152
2012-12-10,0.216353917486194
2012-12-11,0.219432770022043
2012-12-12,0.187246124083812
2012-12-13,0.210905515815168
2012-12-14,0.212689295928095
2012-12-15,0.138349531189793
2012-12-16,0.0818265348740081
2012-12-17,0.168096199492538
2012-12-18,0.189889086470358
2012-12-19,0.156086259023879
2012-12-20,0.176107417034395
2012-12-21,0.134472744071451
2012-12-22,0.111209795321637
2012-12-23,0.0808362860363988
2012-12-24,0.126212901994465
2012-12-25,0.107167227626908
2012-12-26,0.121536947672068
2012-12-27,0.126547843799682
2012-12-28,0.147224748079019
2012-12-29,0.0970522143718766
2012-12-30,0.0566632634119176
2012-12-31,0.0973301945044767
2013-01-01,0.156890992456737
2013-01-02,0.193741304899721
2013-01-03,0.199502651856299
2013-01-04,0.174331213566508
2013-01-05,0.119208550161386
2013-01-06,0.120767192037669
2013-01-07,0.190729016457232
2013-01-08,0.136292152644095
2013-01-09,0.169898227759256
2013-01-10,0.190286367240334
2013-01-11,0.217911936971959
2013-01-12,0.0834005745086015
2013-01-13,0.0831795181632807
2013-01-14,0.140748601749606
2013-01-15,0.17208571185141
2013-01-16,0.157678478078051
2013-01-17,0.141561312525393
2013-01-18,0.151111305652826
2013-01-19,0.0745281956650924
2013-01-20,0.102228829686013
2013-01-21,0.188148797994759
2013-01-22,0.122128209996677
2013-01-23,0.142402173436747
2013-01-24,0.168061211120719
2013-01-25,0.17783335247502
2013-01-26,0.0811314232533404
2013-01-27,0.0846594935047894
2013-01-28,0.147838336285763
2013-01-29,0.136570686591644
2013-01-30,0.146533744514292
2013-01-31,0.128375318578135
2013-02-01,0.25867198416395
2013-02-02,0.171357589837749
2013-02-03,0.159322867472234
2013-02-04,0.245426057198729
2013-02-05,0.250768761129484
2013-02-06,0.210898238891754
2013-02-07,0.22143032466808
2013-02-08,0.19776174802157
2013-02-09,0.147994534604874
2013-02-10,0.143034879705307
2013-02-11,0.191517125490115
2013-02-12,0.182019809274342
2013-02-13,0.185471195893276
2013-02-14,0.181308949981834
2013-02-15,0.208094765051056
2013-02-16,0.110474092252775
2013-02-17,0.104908446393961
2013-02-18,0.17210920568122
2013-02-19,0.151332718617318
2013-02-20,0.197367686807917
2013-02-21,0.180049068585004
2013-02-22,0.183156811467868
2013-02-23,0.136607956783524
2013-02-24,0.0919008097165992
2013-02-25,0.159089474121459
2013-02-26,0.17755150924629
2013-02-27,0.185482558856157
2013-02-28,0.193181983757955
2013-03-01,0.278627310536044
2013-03-02,0.168597478491424
2013-03-03,0.148336511064933
2013-03-04,0.219306934402278
2013-03-05,0.234688357867974
2013-03-06,0.205030356551496
2013-03-07,0.196802218844385
2013-03-08,0.172223310926285
2013-03-09,0.108791485345777
2013-03-10,0.114471153846154
2013-03-11,0.160145425397916
2013-03-12,0.167586316880632
2013-03-13,0.185431115570327
2013-03-14,0.165578174362408
2013-03-15,0.205933481559585
2013-03-16,0.115657314518796
2013-03-17,0.133894693488251
2013-03-18,0.180452151349677
2013-03-19,0.173832848267179
2013-03-20,0.14649927076353
2013-03-21,0.157391381766382
2013-03-22,0.128785741608492
2013-03-23,0.0811372570580312
2013-03-24,0.0777151263640955
2013-03-25,0.138978837407323
2013-03-26,0.142869661983586
2013-03-27,0.166052041937939
2013-03-28,0.15435612857491
2013-03-29,0.0930821989528796
2013-03-30,0.142123726895511
2013-03-31,0.0656753212693417
2013-04-01,0.176621446767215
2013-04-02,0.221113624294396
2013-04-03,0.254371574077674
2013-04-04,0.237841308375391
2013-04-05,0.177845202273487
2013-04-06,0.185589012925969
2013-04-07,0.152707523667165
2013-04-08,0.204866109500256
2013-04-09,0.190224786608105
2013-04-10,0.234740132698197
2013-04-11,0.190800774296903
2013-04-12,0.221458588382261
2013-04-13,0.163173961446065
2013-04-14,0.111524048777935
2013-04-15,0.235367469198598
2013-04-16,0.182540194317616
2013-04-17,0.193178529851987
2013-04-18,0.18135194443816
2013-04-19,0.217238530944211
2013-04-20,0.135740949871385
2013-04-21,0.143955114771675
2013-04-22,0.138078491335372
2013-04-23,0.189514483979136
2013-04-24,0.150631676339473
2013-04-25,0.166800205180816
2013-04-26,0.152036103707293
2013-04-27,0.189578103325777
2013-04-28,0.101815121487715
2013-04-29,0.175621230150589
2013-04-30,0.158290724077033
2013-05-01,0.219261698371452
2013-05-02,0.266210290350128
2013-05-03,0.33609805260249
2013-05-04,0.186707098075045
2013-05-05,0.151466941616188
2013-05-06,0.184151669655992
2013-05-07,0.233514650872818
2013-05-08,0.227734847549685
2013-05-09,0.188407365223994
2013-05-10,0.237467208846793
2013-05-11,0.173486439060432
2013-05-12,0.15216748508369
2013-05-13,0.215749618837879
2013-05-14,0.164429980035041
2013-05-15,0.179353363054856
2013-05-16,0.22992719459279
2013-05-17,0.173408198415432
2013-05-18,0.118054573016675
2013-05-19,0.122144641287756
2013-05-20,0.153507142328473
2013-05-21,0.201254773489445
2013-05-22,0.168219969438336
2013-05-23,0.166224515426801
2013-05-24,0.172602977667494
2013-05-25,0.121922081014316
2013-05-26,0.163860747486245
2013-05-27,0.131251971395856
2013-05-28,0.173462282398453
2013-05-29,0.125710810547825
2013-05-30,0.153923338460293
2013-05-31,0.203569415081043
2013-06-01,0.226355326808415
2013-06-02,0.17586025612222
2013-06-03,0.235561018728247
2013-06-04,0.237896556210159
2013-06-05,0.240013627939092
2013-06-06,0.212584053794428
2013-06-07,0.229860178476763
2013-06-08,0.110132988145524
2013-06-09,0.181429630144283
2013-06-10,0.189773410904375
2013-06-11,0.170755547504755
2013-06-12,0.192373208529856
2013-06-13,0.173852921228563
2013-06-14,0.197370357393132
2013-06-15,0.152352637318487
2013-06-16,0.10393854427616
2013-06-17,0.187974153162704
2013-06-18,0.175860371408549
2013-06-19,0.175333627440168
2013-06-20,0.156406775960261
2013-06-21,0.176729884609387
2013-06-22,0.0958119401491268
2013-06-23,0.0853891688173364
2013-06-24,0.165206170429615
2013-06-25,0.151619645996136
2013-06-26,0.16351300742326
2013-06-27,0.144026814701992
2013-06-28,0.164640738574651
2013-06-29,0.121963399845662
2013-06-30,0.0905670935602011
